age,income,credit_score,account_balance,transaction_amount,region,customer_segment,product_type,device,churn
56,76125,655,5512.262266693479,88.52148636458014,North,Premium,Type_D,Mobile,1
38,82975,567,3498.7713134877945,217.99929048598372,East,Premium,Type_C,Desktop,0
26,35045,620,6286.66284298622,646.6445774126101,West,Standard,Type_C,Mobile,0
44,80697,708,1143.850258093596,358.5692106573201,South,Premium,Type_B,Mobile,0
63,137888,742,42.9897377280249,167.3595247004048,East,Basic,Type_A,Mobile,0
61,98137,627,2634.531660458636,196.41087481076516,North,Standard,Type_C,Desktop,1
38,114997,632,7431.071957204178,137.36170671023962,South,Premium,Type_D,Mobile,1
25,67531,638,9949.49579228018,258.6609613858099,East,Basic,Type_C,Mobile,1
38,31091,669,14017.739677812404,74.47763867788053,North,Premium,Type_D,Mobile,0
37,33970,609,20901.581202415626,143.2673670307738,South,Standard,Type_B,Mobile,1
51,74900,447,4249.755324844856,113.12492334632105,East,Premium,Type_C,Mobile,0
43,115836,733,10792.50653320653,140.6776108062547,North,Standard,Type_C,Desktop,1
33,420894,775,620.8641199399524,211.52362901542773,North,Standard,Type_C,Tablet,0
61,119047,607,474.00951281933243,29.959715693217632,South,Standard,Type_C,Mobile,1
47,26388,575,1066.4044237480875,153.16841786039097,East,Premium,Type_A,Mobile,1
51,34993,640,4761.909910845827,133.0963974700945,East,Premium,Type_A,Mobile,1
19,295068,636,1898.765796452718,317.78255894525273,South,Premium,Type_D,Mobile,0
18,51530,719,2705.348746671747,99.55853363085897,East,Premium,Type_A,Mobile,1
23,61899,653,8350.269961233946,213.53445560378623,East,Premium,Type_B,Mobile,1
37,30567,594,3551.84535097824,167.63184415639807,North,Standard,Type_B,Mobile,1
53,179077,557,6520.1967328710625,331.06516407325654,East,Basic,Type_B,Mobile,0
18,84985,710,4253.721824479078,305.55019791314663,North,Premium,Type_D,Mobile,0
68,34814,691,1480.7079027466689,450.3733827419203,North,Premium,Type_C,Mobile,0
47,29861,724,615.2210585465775,337.78684907764244,North,Basic,Type_D,Mobile,0
65,74238,582,2155.9243205041475,222.6871454529417,North,Basic,Type_B,Mobile,1
31,61755,778,475.4566560720951,293.6390423574379,North,Standard,Type_C,Mobile,1
52,107202,527,7711.503553381904,158.11677503215162,North,Premium,Type_D,Mobile,0
46,87805,699,12706.015486945278,198.84315176675523,North,Standard,Type_D,Desktop,1
57,49754,516,3320.9819654388216,204.09694053595456,North,Basic,Type_D,Mobile,0
41,40918,594,3916.5722114258615,103.13734498211623,North,Premium,Type_C,Mobile,0
52,53532,759,13550.867563434804,324.4175954308649,East,Standard,Type_A,Mobile,0
61,40721,708,2014.5349631413576,394.86068192300667,East,Standard,Type_A,Mobile,1
35,54658,611,1015.0366593169373,169.15561945994463,East,Premium,Type_D,Mobile,1
48,60567,613,5563.087354629815,177.18013893831412,North,Standard,Type_D,Mobile,0
18,31934,657,8311.965698115071,121.55266999834228,East,Standard,Type_C,Mobile,1
55,93104,685,7323.417339755599,82.32251012414682,North,Standard,Type_B,Mobile,0
74,46198,737,10010.557352103779,275.3838545201558,North,Standard,Type_C,Mobile,0
26,33212,618,467.4013874893523,86.33658840840015,South,Premium,Type_B,Mobile,0
43,46811,537,4471.750556733878,82.96199414976493,South,Standard,Type_B,Mobile,0
58,70939,660,2180.461782515586,265.5145562611608,East,Standard,Type_B,Mobile,1
45,63457,617,11387.692990063997,205.88133053908388,South,Basic,Type_D,Desktop,1
47,80457,558,16491.586147185873,276.29155051056955,North,Premium,Type_A,Mobile,0
39,112290,670,2642.887884345053,111.94715256189053,East,Premium,Type_C,Tablet,0
38,149261,635,800.4906853430683,482.9092404189453,South,Basic,Type_B,Mobile,0
43,73118,671,2338.1053251408184,100.9485615179016,East,Standard,Type_C,Mobile,0
45,28322,587,878.5947235856374,133.03034972966222,East,Basic,Type_C,Mobile,0
27,49593,684,3113.8467908924526,115.07377171421497,North,Premium,Type_D,Mobile,0
44,29642,557,6180.962428066289,475.0153575722758,North,Premium,Type_A,Desktop,1
68,196378,592,29099.69947610009,144.67138123405945,North,Premium,Type_A,Mobile,0
38,240669,632,4078.2127848383343,95.44073220847693,North,Basic,Type_D,Mobile,0
